id,latitude,longitude,scientific_name,common_name,taxon_class_name,taxon_genus_name
70256639,38.5702764663,-121.725346057,Corvus brachyrhynchos,American Crow,Aves,Corvus
70256642,38.5702764663,-121.725346057,Aphelocoma californica,California Scrub-Jay,Aves,Aphelocoma
70256643,38.5702764663,-121.725346057,Haemorhous mexicanus,House Finch,Aves,Haemorhous
70256644,38.5702764663,-121.725346057,Melospiza lincolnii,Lincoln's Sparrow,Aves,Melospiza
70256646,38.5702764663,-121.725346057,Psaltriparus minimus,Bushtit,Aves,Psaltriparus
70256647,38.5702764663,-121.725346057,Haemorhous mexicanus,House Finch,Aves,Haemorhous
70256648,38.5702764663,-121.725346057,Melospiza lincolnii,Lincoln's Sparrow,Aves,Melospiza
70256651,38.5702764663,-121.725346057,Haemorhous mexicanus,House Finch,Aves,Haemorhous
70256652,38.5702764663,-121.725346057,Haemorhous mexicanus,House Finch,Aves,Haemorhous
70256653,38.5702764663,-121.725346057,Sciurus niger,Fox Squirrel,Mammalia,Sciurus
70256655,38.5702764663,-121.725346057,Aphelocoma californica,California Scrub-Jay,Aves,Aphelocoma
70256656,38.5702764663,-121.725346057,Haemorhous mexicanus,House Finch,Aves,Haemorhous
70256659,38.5702764663,-121.725346057,Cathartes aura,Turkey Vulture,Aves,Cathartes
70256660,38.5702764663,-121.725346057,Bombycilla cedrorum,Cedar Waxwing,Aves,Bombycilla
70256661,38.5702764663,-121.725346057,Bombycilla cedrorum,Cedar Waxwing,Aves,Bombycilla
70256662,38.5702764663,-121.725346057,Cathartes aura,Turkey Vulture,Aves,Cathartes
70256664,38.5702793212,-121.7253527625,Junco hyemalis,Dark-eyed Junco,Aves,Junco
70260283,38.5741081299,-121.7132655473,Athene cunicularia,Burrowing Owl,Aves,Athene
70275741,38.5534466667,-121.7828666667,Spinus psaltria,Lesser Goldfinch,Aves,Spinus
70277368,38.5495033333,-121.7826083333,Zonotrichia atricapilla,Golden-crowned Sparrow,Aves,Zonotrichia
70281288,38.5576166667,-121.7818083333,Mimus polyglottos,Northern Mockingbird,Aves,Mimus
70281390,38.55983,-121.7829133333,Branta canadensis,Canada Goose,Aves,Branta
70284793,38.5707832973,-121.7608910228,Sciurus griseus,Western Gray Squirrel,Mammalia,Sciurus
70288210,38.5741081299,-121.7132655473,Lygaeus kalmii kalmii,Western Small Milkweed Bug,Insecta,Lygaeus
70288570,38.5741081299,-121.7132655473,Passerculus sandwichensis,Savannah Sparrow,Aves,Passerculus
70288573,38.5741081299,-121.7132655473,Zonotrichia leucophrys,White-crowned Sparrow,Aves,Zonotrichia
70288577,38.5741081299,-121.7132655473,Mimus polyglottos,Northern Mockingbird,Aves,Mimus
70289433,38.5741081299,-121.7132655473,Psaltriparus minimus,Bushtit,Aves,Psaltriparus
70298965,38.5583823624,-121.7660037027,Pellaea andromedifolia,Coffee Fern,Polypodiopsida,Pellaea
70300964,38.55340078,-121.78402799,Bubo virginianus,Great Horned Owl,Aves,Bubo
70302358,38.5746533705,-121.7143652689,Athene cunicularia,Burrowing Owl,Aves,Athene
70303643,38.5726738155,-121.7128310707,Streptopelia decaocto,Eurasian Collared-Dove,Aves,Streptopelia
70303747,38.5719356741,-121.7136893372,Zonotrichia atricapilla,Golden-crowned Sparrow,Aves,Zonotrichia
70303853,38.5721135092,-121.7132608874,Zonotrichia leucophrys,White-crowned Sparrow,Aves,Zonotrichia
70303990,38.5721034345,-121.7135176708,Otospermophilus beecheyi,California Ground Squirrel,Mammalia,Otospermophilus
70304105,38.5718182399,-121.7137107854,Haemorhous mexicanus,House Finch,Aves,Haemorhous
70304225,38.5732609776,-121.7142901513,Sturnella neglecta,Western Meadowlark,Aves,Sturnella
70304375,38.5716085321,-121.7134533105,Psaltriparus minimus,Bushtit,Aves,Psaltriparus
70304419,38.5727046863,-121.7134759097,Heteromeles arbutifolia,Toyon,Magnoliopsida,Heteromeles
70304642,38.5744612314,-121.7153230158,Calypte anna,Anna's Hummingbird,Aves,Calypte
70304793,38.5733196985,-121.7133352803,Mimus polyglottos,Northern Mockingbird,Aves,Mimus
70313596,38.55337136,-121.71993318,Phidippus audax,Bold Jumping Spider,Arachnida,Phidippus
70340270,38.5491503732,-121.7828735964,Lobularia maritima,sweet alyssum,Magnoliopsida,Lobularia
70359797,38.560494206,-121.7655244543,Oxalis pes-caprae,Bermuda buttercup,Magnoliopsida,Oxalis
70360280,38.5605347894,-121.7655610488,Veronica persica,bird's-eye speedwell,Magnoliopsida,Veronica
70374287,38.5652217051,-121.7277156295,Jadera haematoloma,Red-shouldered Bug,Insecta,Jadera
70405055,38.5644916667,-121.7634083333,Boisea rubrolineata,Western Boxelder Bug,Insecta,Boisea
70416738,38.545825,-121.7388616667,Xylocopa tabaniformis orpifex,Foothill Carpenter Bee,Insecta,Xylocopa
70420206,38.5725264303,-121.7475211727,Sceloporus occidentalis,Western Fence Lizard,Reptilia,Sceloporus
70422464,38.55280582,-121.78184491,Taraxacum officinale,common dandelion,Magnoliopsida,Taraxacum
70422711,38.5748669493,-121.75817086,Heteromeles arbutifolia,Toyon,Magnoliopsida,Heteromeles
70424152,38.5457079088,-121.7348711193,Catharus guttatus,Hermit Thrush,Aves,Catharus
70424535,38.5614652106,-121.7631414663,Galium aparine,catchweed bedstraw,Magnoliopsida,Galium
70429603,38.5488941698,-121.6791457622,Spinus psaltria,Lesser Goldfinch,Aves,Spinus
70454539,38.5743691227,-121.7154124303,Cercis occidentalis,Western Redbud,Magnoliopsida,Cercis
70455253,38.5744216667,-121.7189466667,Fremontodendron californicum,California flannelbush,Magnoliopsida,Fremontodendron
70468334,38.55238,-121.7709966667,Chlorogalum pomeridianum,wavy-leafed soap plant,Liliopsida,Chlorogalum
70470032,38.5697166667,-121.76155,Eschscholzia californica,California poppy,Magnoliopsida,Eschscholzia
70470093,38.568145,-121.764695,Boisea rubrolineata,Western Boxelder Bug,Insecta,Boisea
70470303,38.5716883333,-121.75947,Plantago lanceolata,ribwort plantain,Magnoliopsida,Plantago
70476722,38.558846484,-121.7782023618,Calypte anna,Anna's Hummingbird,Aves,Calypte
70476723,38.558846484,-121.7782023618,Calypte anna,Anna's Hummingbird,Aves,Calypte
70476724,38.558846484,-121.7782023618,Calypte anna,Anna's Hummingbird,Aves,Calypte
70476726,38.558846484,-121.7782023618,Setophaga coronata,Yellow-rumped Warbler,Aves,Setophaga
70511959,38.5703266667,-121.725415,Accipiter cooperii,Cooper's Hawk,Aves,Accipiter
70524374,38.559080341,-121.7665445907,Leptoglossus zonatus,,Insecta,Leptoglossus
70528445,38.5463498284,-121.7468059435,Columba livia,Rock Pigeon,Aves,Columba
70536656,38.5497133333,-121.7828117222,Mimus polyglottos,Northern Mockingbird,Aves,Mimus
70536717,38.5466548611,-121.7689198333,Cercis occidentalis,Western Redbud,Magnoliopsida,Cercis
70541042,38.5703266817,-121.7254149817,Sayornis nigricans,Black Phoebe,Aves,Sayornis
70541043,38.5703671205,-121.725339889,Sialia mexicana,Western Bluebird,Aves,Sialia
70541044,38.5703266817,-121.7254149817,Ardea alba,Great Egret,Aves,Ardea
70541046,38.5703266667,-121.725415,Sayornis nigricans,Black Phoebe,Aves,Sayornis
70565587,38.54778492,-121.77952371,Berberis aquifolium,Oregon grape,Magnoliopsida,Berberis
70579402,38.5446833953,-121.7346082628,Sialia mexicana,Western Bluebird,Aves,Sialia
70579487,38.5446225586,-121.7345036566,Haemorhous mexicanus,House Finch,Aves,Haemorhous
70579611,38.5446306876,-121.7344691232,Turdus migratorius,American Robin,Aves,Turdus
70579627,38.5448860964,-121.7345700413,Haemorhous mexicanus,House Finch,Aves,Haemorhous
70582422,38.5479170685,-121.7609243752,Sceloporus occidentalis,Western Fence Lizard,Reptilia,Sceloporus
70595677,38.5534668387,-121.7319640445,Coccinella septempunctata,Seven-spotted Lady Beetle,Insecta,Coccinella
70615783,38.5702886228,-121.7254237992,Apis mellifera,Western Honey Bee,Insecta,Apis
70615784,38.5702886228,-121.7254237992,Dryobates nuttallii,Nuttall's Woodpecker,Aves,Dryobates
70616399,38.5614753082,-121.7270563357,Euphorbia peplus,petty spurge,Magnoliopsida,Euphorbia
70618828,38.552298,-121.7807748,Mimus polyglottos,Northern Mockingbird,Aves,Mimus
70618841,38.55226236,-121.78008754,Ligustrum lucidum,glossy privet,Magnoliopsida,Ligustrum
70618986,38.55197954,-121.78272999,Zenaida macroura,Mourning Dove,Aves,Zenaida
70621969,38.571551,-121.75204,Apis mellifera,Western Honey Bee,Insecta,Apis
70622014,38.571551,-121.75204,Apis mellifera,Western Honey Bee,Insecta,Apis
70628095,38.5512116667,-121.7890783333,Cairina moschata domestica,Domestic Muscovy Duck,Aves,Cairina
70640138,38.5702424873,-121.7254559857,Zenaida macroura,Mourning Dove,Aves,Zenaida
70640382,38.5702424873,-121.7254184347,Apis mellifera,Western Honey Bee,Insecta,Apis
70640388,38.5702424873,-121.7254184347,Turdus migratorius,American Robin,Aves,Turdus
70640390,38.5702625897,-121.725409377,Apis mellifera,Western Honey Bee,Insecta,Apis
70640391,38.5702625897,-121.725409377,Apis mellifera,Western Honey Bee,Insecta,Apis
70640440,38.5702781031,-121.7253821444,Setophaga coronata,Yellow-rumped Warbler,Aves,Setophaga
70640441,38.5702781031,-121.7253821444,Haemorhous mexicanus,House Finch,Aves,Haemorhous
70640442,38.5702781031,-121.7253821444,Zenaida macroura,Mourning Dove,Aves,Zenaida
70640444,38.5702781031,-121.7253821444,Setophaga coronata,Yellow-rumped Warbler,Aves,Setophaga
70695094,38.5489882453,-121.7376706431,Accipiter cooperii,Cooper's Hawk,Aves,Accipiter
70705339,38.5700866667,-121.7256733333,Branta canadensis,Canada Goose,Aves,Branta
70766967,38.5445001687,-121.7073706679,Elanus leucurus,White-tailed Kite,Aves,Elanus
70772500,38.5520290397,-121.7354360596,Sciurus niger,Fox Squirrel,Mammalia,Sciurus
70792929,38.5708300848,-121.7616976859,Cercis occidentalis,Western Redbud,Magnoliopsida,Cercis
70793318,38.5746676055,-121.7139540725,Athene cunicularia hypugaea,Western Burrowing Owl,Aves,Athene
70793825,38.5746346071,-121.7149476769,Sturnella neglecta,Western Meadowlark,Aves,Sturnella
70794679,38.5743148896,-121.7133387287,Calypte anna,Anna's Hummingbird,Aves,Calypte
70797530,38.5535335262,-121.7358505319,Haemorhous purpureus,Purple Finch,Aves,Haemorhous
70797579,38.5533573462,-121.7356681703,Setophaga coronata,Yellow-rumped Warbler,Aves,Setophaga
70836892,38.552445,-121.7711116667,Sonchus oleraceus,Common Sow-thistle,Magnoliopsida,Sonchus
70851274,38.5576974593,-121.7620398442,Accipiter cooperii,Cooper's Hawk,Aves,Accipiter
70862062,38.5535167712,-121.7360222258,Haemorhous mexicanus,House Finch,Aves,Haemorhous
70862063,38.5538775657,-121.7354535856,Junco hyemalis,Dark-eyed Junco,Aves,Junco
70862064,38.5538691335,-121.7354428536,Haemorhous mexicanus,House Finch,Aves,Haemorhous
70862065,38.5539026832,-121.7353784598,Haemorhous mexicanus,House Finch,Aves,Haemorhous
70862066,38.5542299115,-121.7353999391,Bombycilla cedrorum,Cedar Waxwing,Aves,Bombycilla
70862067,38.5536845537,-121.7352926431,Calypte anna,Anna's Hummingbird,Aves,Calypte
70887525,38.564864596,-121.7642750641,Sisyrinchium bellum,western blue-eyed grass,Liliopsida,Sisyrinchium
70887940,38.55229618,-121.78290254,Pseudacris sierra,Sierran Tree Frog,Amphibia,Pseudacris
70887948,38.55202412,-121.78274619,Zonotrichia leucophrys,White-crowned Sparrow,Aves,Zonotrichia
70887964,38.55203172,-121.78272993,Zonotrichia leucophrys,White-crowned Sparrow,Aves,Zonotrichia
70888388,38.57178,-121.75932167,Ceanothus cuneatus,Buckbrush,Magnoliopsida,Ceanothus
70889112,38.5661950428,-121.7262198218,Vinca major,greater periwinkle,Magnoliopsida,Vinca
70911675,38.5446034724,-121.7457967619,Tecomaria capensis,Cape Honeysuckle,Magnoliopsida,Tecomaria
70919759,38.5371883333,-121.7156966667,Raphanus sativus,wild radish,Magnoliopsida,Raphanus
70960431,38.5703833333,-121.7254833333,Bombycilla cedrorum,Cedar Waxwing,Aves,Bombycilla
70960432,38.5703833333,-121.7254833333,Bombycilla cedrorum,Cedar Waxwing,Aves,Bombycilla
70960433,38.5703833333,-121.7254833333,Bombycilla cedrorum,Cedar Waxwing,Aves,Bombycilla
70960435,38.5703833333,-121.7254833333,Bombycilla cedrorum,Cedar Waxwing,Aves,Bombycilla
70960472,38.5702847744,-121.7253637885,Aphelocoma californica,California Scrub-Jay,Aves,Aphelocoma
71033175,38.5583671589,-121.7659655263,Hordeum murinum,wall barley,Liliopsida,Hordeum
71045345,38.5583671589,-121.7659655263,Sambucus racemosa,red-berried elder,Magnoliopsida,Sambucus
71097960,38.5642527778,-121.7640888889,Anthrenus verbasci,Varied Carpet Beetle,Insecta,Anthrenus
71119818,38.5675209722,-121.752555,Medicago polymorpha,bur clover,Magnoliopsida,Medicago
71119914,38.5675209722,-121.752555,Oxalis corniculata,Creeping Woodsorrel,Magnoliopsida,Oxalis
71180966,38.5519838,-121.78275158,Zonotrichia leucophrys,White-crowned Sparrow,Aves,Zonotrichia
71181004,38.55202777,-121.78273206,Sayornis nigricans,Black Phoebe,Aves,Sayornis
71246087,38.5457700557,-121.734813787,Viola × wittrockiana,garden pansy,Magnoliopsida,Viola
71261133,38.554533366,-121.7036193441,Silybum marianum,milk thistle,Magnoliopsida,Silybum
71262115,38.55184918,-121.78265429,Eschscholzia californica,California poppy,Magnoliopsida,Eschscholzia
71262564,38.54761159,-121.78162819,Mimus polyglottos,Northern Mockingbird,Aves,Mimus
71285358,38.56040743,-121.73410615,Zonotrichia leucophrys,White-crowned Sparrow,Aves,Zonotrichia
71329114,38.5510116667,-121.7404783333,Agaricus deserticola,Gasteroid Agaricus,Agaricomycetes,Agaricus
71333185,38.5677680969,-121.7491912842,Psaltriparus minimus,Bushtit,Aves,Psaltriparus
71334641,38.55611167,-121.72325833,Sceloporus occidentalis,Western Fence Lizard,Reptilia,Sceloporus
71336574,38.55399667,-121.72418833,Gymnocladus dioicus,Kentucky coffeetree,Magnoliopsida,Gymnocladus
71341866,38.55629667,-121.76323667,Mimus polyglottos,Northern Mockingbird,Aves,Mimus
71347733,38.5629334196,-121.7692103337,Mimus polyglottos,Northern Mockingbird,Aves,Mimus
71377862,38.5525393719,-121.7920792011,Sceloporus occidentalis,Western Fence Lizard,Reptilia,Sceloporus
71395604,38.5452359054,-121.7346602306,Zonotrichia leucophrys,White-crowned Sparrow,Aves,Zonotrichia
71398180,38.5471581997,-121.7804785997,Euphorbia characias,Mediterranean spurge,Magnoliopsida,Euphorbia
71401802,38.5702668329,-121.7254667145,Haemorhous mexicanus,House Finch,Aves,Haemorhous
71401803,38.5702668329,-121.7254667145,Setophaga coronata auduboni,Audubon's Warbler,Aves,Setophaga
71412843,38.542474279,-121.7409485097,Sialia mexicana,Western Bluebird,Aves,Sialia
71433522,38.55185368,-121.78272014,Zonotrichia leucophrys,White-crowned Sparrow,Aves,Zonotrichia
71433542,38.55187737,-121.78270226,Zonotrichia leucophrys,White-crowned Sparrow,Aves,Zonotrichia
71433626,38.55187856,-121.7827,Zonotrichia leucophrys,White-crowned Sparrow,Aves,Zonotrichia
71456805,38.5723991394,-121.749420166,Bombycilla cedrorum,Cedar Waxwing,Aves,Bombycilla
71456829,38.5710029602,-121.7489547729,Mareca strepera,Gadwall,Aves,Mareca
71456941,38.5592384338,-121.7471542358,Sialia mexicana,Western Bluebird,Aves,Sialia
71456971,38.5710105896,-121.7488937378,Mareca americana,American Wigeon,Aves,Mareca
71457104,38.5710144043,-121.7488937378,Spatula cyanoptera,Cinnamon Teal,Aves,Spatula
71457343,38.5719299316,-121.7507247925,Gallinula galeata,Common Gallinule,Aves,Gallinula
71457402,38.5709686279,-121.7489318848,Charadrius vociferus,Killdeer,Aves,Charadrius
71457422,38.5710105896,-121.7489242554,Fulica americana americana,North American Coot,Aves,Fulica
71465443,38.5674079107,-121.7583149124,Senecio vulgaris,common groundsel,Magnoliopsida,Senecio
71465457,38.5669060592,-121.7583236145,Capsella bursa-pastoris,shepherd's-purse,Magnoliopsida,Capsella
71465896,38.570293443,-121.7253205338,Melospiza lincolnii,Lincoln's Sparrow,Aves,Melospiza
71465897,38.570293443,-121.7253205338,Leiothlypis celata,Orange-crowned Warbler,Aves,Leiothlypis
71465898,38.570293443,-121.7253205338,Corvus brachyrhynchos,American Crow,Aves,Corvus
71465899,38.570293443,-121.7253205338,Setophaga coronata auduboni,Audubon's Warbler,Aves,Setophaga
71465900,38.570293443,-121.7253205338,Setophaga coronata auduboni,Audubon's Warbler,Aves,Setophaga
71465901,38.570293443,-121.7253205338,Zenaida macroura,Mourning Dove,Aves,Zenaida
71465902,38.570293443,-121.7253205338,Colaptes auratus,Northern Flicker,Aves,Colaptes
71465904,38.570293443,-121.7253205338,Setophaga coronata,Yellow-rumped Warbler,Aves,Setophaga
71465905,38.570293443,-121.7253205338,Setophaga coronata,Yellow-rumped Warbler,Aves,Setophaga
71465906,38.570293443,-121.7253205338,Zonotrichia leucophrys,White-crowned Sparrow,Aves,Zonotrichia
71465907,38.570293443,-121.7253205338,Setophaga coronata,Yellow-rumped Warbler,Aves,Setophaga
71465908,38.570293443,-121.7253205338,Cathartes aura,Turkey Vulture,Aves,Cathartes
71465909,38.570293443,-121.7253205338,Sayornis nigricans,Black Phoebe,Aves,Sayornis
71465910,38.570293443,-121.7253205338,Buteo jamaicensis,Red-tailed Hawk,Aves,Buteo
71465911,38.570293443,-121.7253205338,Cathartes aura,Turkey Vulture,Aves,Cathartes
71465912,38.570293443,-121.7253205338,Setophaga coronata auduboni,Audubon's Warbler,Aves,Setophaga
71465913,38.570293443,-121.7253205338,Setophaga coronata auduboni,Audubon's Warbler,Aves,Setophaga
71465914,38.570293443,-121.7253205338,Haemorhous mexicanus,House Finch,Aves,Haemorhous
71465915,38.570293443,-121.7253205338,Setophaga coronata auduboni,Audubon's Warbler,Aves,Setophaga
71465916,38.570293443,-121.7253205338,Cathartes aura,Turkey Vulture,Aves,Cathartes
71465917,38.570293443,-121.7253205338,Catharus guttatus,Hermit Thrush,Aves,Catharus
71465918,38.570293443,-121.7253205338,Zenaida macroura,Mourning Dove,Aves,Zenaida
71465920,38.570293443,-121.7253205338,Catharus guttatus,Hermit Thrush,Aves,Catharus
71465921,38.570293443,-121.7253205338,Haemorhous mexicanus,House Finch,Aves,Haemorhous
71465922,38.570293443,-121.7253205338,Catharus guttatus,Hermit Thrush,Aves,Catharus
71465923,38.570293443,-121.7253205338,Mimus polyglottos,Northern Mockingbird,Aves,Mimus
71465925,38.570293443,-121.7253205338,Melozone crissalis,California Towhee,Aves,Melozone
71465927,38.570293443,-121.7253205338,Setophaga coronata auduboni,Audubon's Warbler,Aves,Setophaga
71465928,38.570293443,-121.7253205338,Catharus guttatus,Hermit Thrush,Aves,Catharus
71465929,38.570293443,-121.7253205338,Catharus guttatus,Hermit Thrush,Aves,Catharus
71465931,38.570293443,-121.7253205338,Regulus calendula,Ruby-crowned Kinglet,Aves,Regulus
71465932,38.570293443,-121.7253205338,Calypte anna,Anna's Hummingbird,Aves,Calypte
71465933,38.570293443,-121.7253205338,Mimus polyglottos,Northern Mockingbird,Aves,Mimus
71465934,38.570293443,-121.7253205338,Aphelocoma californica,California Scrub-Jay,Aves,Aphelocoma
71490000,38.5700283333,-121.725635,Zenaida macroura,Mourning Dove,Aves,Zenaida
71490005,38.5700283333,-121.725635,Setophaga coronata,Yellow-rumped Warbler,Aves,Setophaga
71572892,38.5687783333,-121.7618333333,Anaxyrus boreas,Western Toad,Amphibia,Anaxyrus
71634056,38.5461111111,-121.7411111111,Oxalis pes-caprae,Bermuda buttercup,Magnoliopsida,Oxalis
71660094,38.54717356,-121.78046025,Euphorbia characias,Mediterranean spurge,Magnoliopsida,Euphorbia
71660256,38.55305439,-121.78091479,Veronica persica,bird's-eye speedwell,Magnoliopsida,Veronica
71672073,38.5609550476,-121.7114715576,Colonus hesperus,,Arachnida,Colonus
71672326,38.5703905231,-121.7606188212,Cercis occidentalis,Western Redbud,Magnoliopsida,Cercis
71672680,38.5722031,-121.7483982,Tachycineta bicolor,Tree Swallow,Aves,Tachycineta
71672754,38.5722031,-121.7483982,Gallinula galeata,Common Gallinule,Aves,Gallinula
71672839,38.5722031,-121.7483982,Mareca strepera,Gadwall,Aves,Mareca
71672902,38.5722031,-121.7483982,Spatula cyanoptera,Cinnamon Teal,Aves,Spatula
71672932,38.5722031,-121.7483982,Setophaga coronata,Yellow-rumped Warbler,Aves,Setophaga
71673015,38.5722031,-121.7483982,Mareca americana,American Wigeon,Aves,Mareca
71676424,38.55263985,-121.78049674,Calendula officinalis,pot marigold,Magnoliopsida,Calendula
71688392,38.5416842393,-121.7429495429,Anas platyrhynchos,Mallard,Aves,Anas
71769286,38.5608978271,-121.7116165161,Bellis perennis,common daisy,Magnoliopsida,Bellis
71804063,38.5585880193,-121.7283304856,Achillea millefolium,common yarrow,Magnoliopsida,Achillea
71850627,38.5378116667,-121.7136833333,Cercis occidentalis,Western Redbud,Magnoliopsida,Cercis
71857883,38.5702890487,-121.7253647906,Spinus psaltria,Lesser Goldfinch,Aves,Spinus
71857884,38.5702890487,-121.7253647906,Spinus psaltria,Lesser Goldfinch,Aves,Spinus
71858005,38.5702680781,-121.7253540617,Junco hyemalis,Dark-eyed Junco,Aves,Junco
71858006,38.5702680781,-121.7253540617,Junco hyemalis,Dark-eyed Junco,Aves,Junco
71858046,38.5703100194,-121.7253594261,Setophaga coronata,Yellow-rumped Warbler,Aves,Setophaga
71927908,38.5535670921,-121.7358934555,Calypte anna,Anna's Hummingbird,Aves,Calypte
71927918,38.5519897291,-121.7378139046,Bombycilla cedrorum,Cedar Waxwing,Aves,Bombycilla
71990453,38.5540666667,-121.7744616667,Vicia sativa,Common Vetch,Magnoliopsida,Vicia
72063852,38.553273443,-121.7362260495,Spinus tristis,American Goldfinch,Aves,Spinus
72063890,38.5534915975,-121.7357539694,Catharus guttatus,Hermit Thrush,Aves,Catharus
72064013,38.5403866494,-121.7407652489,Calypte anna,Anna's Hummingbird,Aves,Calypte
72070700,38.5561583333,-121.7643,Didelphis virginiana,Virginia Opossum,Mammalia,Didelphis
72133916,38.5614159519,-121.7633129365,Sayornis nigricans,Black Phoebe,Aves,Sayornis
72232295,38.5622972781,-121.7653351951,Passer domesticus,House Sparrow,Aves,Passer
72232297,38.5646834712,-121.7654169997,Lysimachia arvensis,scarlet pimpernel,Magnoliopsida,Lysimachia
72232298,38.5656790845,-121.763720993,Sayornis nigricans,Black Phoebe,Aves,Sayornis
72232299,38.565437273,-121.7635896011,Zonotrichia leucophrys,White-crowned Sparrow,Aves,Zonotrichia
72232300,38.5659266505,-121.7630667654,Lysimachia arvensis,scarlet pimpernel,Magnoliopsida,Lysimachia
72232303,38.5679469395,-121.7640049146,Zonotrichia atricapilla,Golden-crowned Sparrow,Aves,Zonotrichia
72232306,38.568396563,-121.7651885321,Mimus polyglottos,Northern Mockingbird,Aves,Mimus
72232308,38.5680674254,-121.7644095981,Junco hyemalis,Dark-eyed Junco,Aves,Junco
72232310,38.5681442166,-121.7635495615,Accipiter cooperii,Cooper's Hawk,Aves,Accipiter
72232311,38.5682064313,-121.763076039,Psaltriparus minimus,Bushtit,Aves,Psaltriparus
72232312,38.5688855583,-121.7619372657,Regulus calendula,Ruby-crowned Kinglet,Aves,Regulus
72232314,38.5705398329,-121.7608922176,Zonotrichia atricapilla,Golden-crowned Sparrow,Aves,Zonotrichia
72232315,38.5707553954,-121.7608384149,Passerella iliaca,Fox Sparrow,Aves,Passerella
72232318,38.573511422,-121.7579441682,Aphelocoma californica,California Scrub-Jay,Aves,Aphelocoma
72232319,38.574273939,-121.7581226627,Zonotrichia leucophrys,White-crowned Sparrow,Aves,Zonotrichia
72232322,38.5754109605,-121.7546989913,Setophaga coronata,Yellow-rumped Warbler,Aves,Setophaga
72232324,38.5724532983,-121.7541006615,Bombycilla cedrorum,Cedar Waxwing,Aves,Bombycilla
72232325,38.5720497976,-121.754263376,Buteo swainsoni,Swainson's Hawk,Aves,Buteo
72232326,38.5718206377,-121.7543436315,Bombycilla cedrorum,Cedar Waxwing,Aves,Bombycilla
72232328,38.5663123153,-121.7582833328,Haemorhous mexicanus,House Finch,Aves,Haemorhous
72232329,38.5658548446,-121.7585757117,Aphelocoma californica,California Scrub-Jay,Aves,Aphelocoma
72232330,38.5658548446,-121.7585757117,Calypte anna,Anna's Hummingbird,Aves,Calypte
72232331,38.5620177687,-121.7608237841,Xylocopa sonorina,Valley Carpenter Bee,Insecta,Xylocopa
72296300,38.5701733333,-121.725595,Mimus polyglottos,Northern Mockingbird,Aves,Mimus
72301451,38.5529885278,-121.7269675833,Veronica persica,bird's-eye speedwell,Magnoliopsida,Veronica
72322478,38.5588876112,-121.7664819666,Psaltriparus minimus,Bushtit,Aves,Psaltriparus
72332577,38.57,-121.761375,Aix sponsa,Wood Duck,Aves,Aix
72335583,38.5607052922,-121.7655170199,Diplacus kelloggii,Kellogg's monkeyflower,Magnoliopsida,Diplacus
72342697,38.57027,-121.7256566667,Apis mellifera,Western Honey Bee,Insecta,Apis
72342698,38.56814995,-121.74225331,Buteo swainsoni,Swainson's Hawk,Aves,Buteo
72342699,38.5681733333,-121.74214,Corvus brachyrhynchos,American Crow,Aves,Corvus
72342701,38.5681566667,-121.7422183333,Branta canadensis,Canada Goose,Aves,Branta
72342702,38.5681566917,-121.7422183383,Calypte anna,Anna's Hummingbird,Aves,Calypte
72342703,38.5681566917,-121.7422183383,Sayornis saya,Say's Phoebe,Aves,Sayornis
72342704,38.568135,-121.74221,Buteo swainsoni,Swainson's Hawk,Aves,Buteo
72342705,38.568215,-121.742175,Sayornis saya,Say's Phoebe,Aves,Sayornis
72342707,38.56824,-121.74221,Otospermophilus beecheyi,California Ground Squirrel,Mammalia,Otospermophilus
72342708,38.56825,-121.7422316667,Calypte anna,Anna's Hummingbird,Aves,Calypte
72342709,38.5682399767,-121.7422100117,Buteo swainsoni,Swainson's Hawk,Aves,Buteo
72342710,38.5682516667,-121.742155,Buteo swainsoni,Swainson's Hawk,Aves,Buteo
72342711,38.5682516667,-121.742155,Buteo swainsoni,Swainson's Hawk,Aves,Buteo
72342712,38.5682299933,-121.7422183383,Buteo swainsoni,Swainson's Hawk,Aves,Buteo
72342713,38.5682,-121.7422583333,Zonotrichia leucophrys,White-crowned Sparrow,Aves,Zonotrichia
72342714,38.5682416317,-121.7422433283,Calypte anna,Anna's Hummingbird,Aves,Calypte
72342715,38.5681149817,-121.7422883383,Zonotrichia leucophrys,White-crowned Sparrow,Aves,Zonotrichia
72342716,38.5681233333,-121.7424016667,Calypte anna,Anna's Hummingbird,Aves,Calypte
72342718,38.56815,-121.7422533333,Circus hudsonius,Northern Harrier,Aves,Circus
72412464,38.5468783333,-121.7093116667,Silybum marianum,milk thistle,Magnoliopsida,Silybum
72449549,38.55190867,-121.78265645,Zonotrichia leucophrys,White-crowned Sparrow,Aves,Zonotrichia
72449664,38.5524253997,-121.7826495997,Apis mellifera,Western Honey Bee,Insecta,Apis
72475843,38.5523616667,-121.7551283333,Sparaxis tricolor,Harlequin flower,Liliopsida,Sparaxis
72486987,38.5673659722,-121.7525509722,Oxalis pes-caprae,Bermuda buttercup,Magnoliopsida,Oxalis
72561321,38.556686109,-121.7783656531,Eriobotrya japonica,Loquat,Magnoliopsida,Eriobotrya
72577031,38.5460093889,-121.7289238056,Jadera haematoloma,Red-shouldered Bug,Insecta,Jadera
72627189,38.5514374443,-121.7053732967,Hordeum murinum,wall barley,Liliopsida,Hordeum
